order_id,datetime,dish_ids,dish_names,prep_times,quantities,total_time
951,2025-05-30 23:42,"[12, 11, 4, 15, 22]","['Mediterranean Lamb Burger', 'Sautéed spanish Sausage and Mushrooms', 'Macaroni with Tomato and Chorizo', 'Chilled Raspberry Crumble', 'Fanta Orange']","[30, 30, 25, 25, 1]","[1, 3, 1, 1, 2]",37
952,2025-05-26 23:42,"[18, 3, 21]","['Layered Banana Dessert', 'Caesar salad', 'Coca-Cola']","[15, 30, 1]","[1, 2, 3]",38
953,2025-05-18 23:42,"[10, 15, 8]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Chilled Raspberry Crumble', 'Almond chicken strips with lemon sauce']","[30, 25, 25]","[1, 2, 1]",36
954,2025-06-10 23:42,[20],['Lemon Iced Tea'],[1],[2],8
955,2025-06-12 23:42,"[15, 8]","['Chilled Raspberry Crumble', 'Almond chicken strips with lemon sauce']","[25, 25]","[3, 3]",32
956,2025-05-30 23:42,"[17, 5, 14]","['Catalan Cream', 'Warm Salad with Baby Eels and King Prawns', 'Lemon Sorbet with Cava']","[40, 20, 5]","[3, 1, 2]",50
957,2025-05-16 23:42,"[6, 10, 5]","['Seafood Soup', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Warm Salad with Baby Eels and King Prawns']","[55, 30, 20]","[3, 1, 3]",63
958,2025-06-01 23:42,"[15, 2, 8, 4]","['Chilled Raspberry Crumble', 'Spaghetti carbonara', 'Almond chicken strips with lemon sauce', 'Macaroni with Tomato and Chorizo']","[25, 25, 25, 25]","[3, 1, 2, 1]",30
959,2025-05-13 23:42,"[6, 20, 9, 12]","['Seafood Soup', 'Lemon Iced Tea', 'Meatballs in Spanish Sauce', 'Mediterranean Lamb Burger']","[55, 1, 30, 30]","[3, 3, 1, 3]",59
960,2025-05-29 23:42,"[3, 9, 11]","['Caesar salad', 'Meatballs in Spanish Sauce', 'Sautéed spanish Sausage and Mushrooms']","[30, 30, 30]","[3, 1, 1]",39
961,2025-06-03 23:42,"[15, 22, 8, 19, 3]","['Chilled Raspberry Crumble', 'Fanta Orange', 'Almond chicken strips with lemon sauce', 'Sparkling Water', 'Caesar salad']","[25, 1, 25, 1, 30]","[2, 3, 2, 3, 1]",36
962,2025-05-15 23:42,"[11, 12, 16, 6, 21]","['Sautéed spanish Sausage and Mushrooms', 'Mediterranean Lamb Burger', 'Fresh Fruit Dessert', 'Seafood Soup', 'Coca-Cola']","[30, 30, 15, 55, 1]","[2, 3, 1, 3, 2]",58
963,2025-05-17 23:42,"[19, 24, 8, 11, 15]","['Sparkling Water', 'Coffee with Milk', 'Almond chicken strips with lemon sauce', 'Sautéed spanish Sausage and Mushrooms', 'Chilled Raspberry Crumble']","[1, 5, 25, 30, 25]","[3, 2, 2, 3, 3]",35
964,2025-05-21 23:42,[22],['Fanta Orange'],[1],[3],8
965,2025-06-12 23:42,"[11, 20, 19]","['Sautéed spanish Sausage and Mushrooms', 'Lemon Iced Tea', 'Sparkling Water']","[30, 1, 1]","[3, 2, 3]",36
966,2025-06-07 23:42,[24],['Coffee with Milk'],[5],[2],11
967,2025-05-31 23:42,"[23, 18]","['Espresso', 'Layered Banana Dessert']","[5, 15]","[3, 2]",20
968,2025-05-19 23:42,[7],['Beef steaks with strawberry sauce'],[30],[3],36
969,2025-06-12 23:42,"[23, 8]","['Espresso', 'Almond chicken strips with lemon sauce']","[5, 25]","[3, 1]",32
970,2025-06-04 23:42,[7],['Beef steaks with strawberry sauce'],[30],[1],38
971,2025-06-06 23:42,"[9, 24]","['Meatballs in Spanish Sauce', 'Coffee with Milk']","[30, 5]","[2, 1]",33
972,2025-05-15 23:42,"[11, 3, 8, 7, 1]","['Sautéed spanish Sausage and Mushrooms', 'Caesar salad', 'Almond chicken strips with lemon sauce', 'Beef steaks with strawberry sauce', 'Risotto']","[30, 30, 25, 30, 30]","[3, 2, 3, 1, 3]",33
973,2025-05-28 23:42,"[20, 19]","['Lemon Iced Tea', 'Sparkling Water']","[1, 1]","[3, 1]",9
974,2025-05-27 23:42,"[15, 11, 18, 1]","['Chilled Raspberry Crumble', 'Sautéed spanish Sausage and Mushrooms', 'Layered Banana Dessert', 'Risotto']","[25, 30, 15, 30]","[2, 3, 2, 1]",35
975,2025-05-15 23:42,"[8, 21, 7, 6, 9]","['Almond chicken strips with lemon sauce', 'Coca-Cola', 'Beef steaks with strawberry sauce', 'Seafood Soup', 'Meatballs in Spanish Sauce']","[25, 1, 30, 55, 30]","[2, 1, 1, 2, 1]",62
976,2025-05-26 23:42,"[24, 14, 18]","['Coffee with Milk', 'Lemon Sorbet with Cava', 'Layered Banana Dessert']","[5, 5, 15]","[2, 2, 3]",24
977,2025-05-22 23:42,"[23, 15, 9]","['Espresso', 'Chilled Raspberry Crumble', 'Meatballs in Spanish Sauce']","[5, 25, 30]","[2, 3, 3]",37
978,2025-05-29 23:42,"[19, 7, 10, 6]","['Sparkling Water', 'Beef steaks with strawberry sauce', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Seafood Soup']","[1, 30, 30, 55]","[1, 1, 1, 2]",58
979,2025-05-21 23:42,"[10, 1, 24, 13]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Risotto', 'Coffee with Milk', 'Chocolate Lava Cake']","[30, 30, 5, 25]","[2, 2, 2, 3]",39
980,2025-06-08 23:42,"[11, 4, 14, 17, 7]","['Sautéed spanish Sausage and Mushrooms', 'Macaroni with Tomato and Chorizo', 'Lemon Sorbet with Cava', 'Catalan Cream', 'Beef steaks with strawberry sauce']","[30, 25, 5, 40, 30]","[2, 3, 3, 3, 3]",44
981,2025-06-06 23:42,"[12, 20]","['Mediterranean Lamb Burger', 'Lemon Iced Tea']","[30, 1]","[2, 3]",34
982,2025-06-01 23:42,"[24, 4, 16]","['Coffee with Milk', 'Macaroni with Tomato and Chorizo', 'Fresh Fruit Dessert']","[5, 25, 15]","[3, 1, 1]",35
983,2025-05-23 23:42,"[9, 20, 11, 1]","['Meatballs in Spanish Sauce', 'Lemon Iced Tea', 'Sautéed spanish Sausage and Mushrooms', 'Risotto']","[30, 1, 30, 30]","[2, 3, 1, 1]",38
984,2025-05-22 23:42,"[18, 12, 23, 6, 5]","['Layered Banana Dessert', 'Mediterranean Lamb Burger', 'Espresso', 'Seafood Soup', 'Warm Salad with Baby Eels and King Prawns']","[15, 30, 5, 55, 20]","[1, 1, 3, 1, 1]",60
985,2025-06-07 23:42,[1],['Risotto'],[30],[2],35
986,2025-05-20 23:42,"[14, 2, 3, 23]","['Lemon Sorbet with Cava', 'Spaghetti carbonara', 'Caesar salad', 'Espresso']","[5, 25, 30, 5]","[3, 1, 2, 3]",39
987,2025-06-09 23:42,[23],['Espresso'],[5],[3],8
988,2025-05-28 23:42,[24],['Coffee with Milk'],[5],[1],10
989,2025-06-02 23:42,"[6, 18]","['Seafood Soup', 'Layered Banana Dessert']","[55, 15]","[2, 3]",59
990,2025-06-01 23:42,"[9, 1, 11, 10, 14]","['Meatballs in Spanish Sauce', 'Risotto', 'Sautéed spanish Sausage and Mushrooms', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Lemon Sorbet with Cava']","[30, 30, 30, 30, 5]","[3, 2, 2, 1, 3]",36
991,2025-05-17 23:42,[1],['Risotto'],[30],[3],38
992,2025-05-30 23:42,[10],['Beef Burger Stuffed with Jalapeños and Cheddar'],[30],[2],35
993,2025-05-17 23:42,[12],['Mediterranean Lamb Burger'],[30],[2],36
994,2025-05-29 23:42,"[14, 4, 17]","['Lemon Sorbet with Cava', 'Macaroni with Tomato and Chorizo', 'Catalan Cream']","[5, 25, 40]","[3, 2, 3]",48
995,2025-06-08 23:42,"[2, 17, 8]","['Spaghetti carbonara', 'Catalan Cream', 'Almond chicken strips with lemon sauce']","[25, 40, 25]","[2, 3, 1]",46
996,2025-05-30 23:42,[2],['Spaghetti carbonara'],[25],[1],29
997,2025-05-16 23:42,"[14, 5, 20, 23, 4]","['Lemon Sorbet with Cava', 'Warm Salad with Baby Eels and King Prawns', 'Lemon Iced Tea', 'Espresso', 'Macaroni with Tomato and Chorizo']","[5, 20, 1, 5, 25]","[1, 3, 1, 3, 1]",34
998,2025-06-02 23:42,"[7, 6, 17, 2, 20]","['Beef steaks with strawberry sauce', 'Seafood Soup', 'Catalan Cream', 'Spaghetti carbonara', 'Lemon Iced Tea']","[30, 55, 40, 25, 1]","[2, 2, 3, 3, 2]",59
999,2025-06-11 23:42,[19],['Sparkling Water'],[1],[1],5
1000,2025-05-24 23:42,"[17, 10]","['Catalan Cream', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[40, 30]","[1, 2]",49
